STATE,state_fips,STATE_NAME,year,state_formations,year_state_missing_count
OR,41,Oregon,2020,5036.0,0.0
PA,42,Pennsylvania,2020,9570.0,0.0
RI,44,Rhode Island,2020,,9.0
SC,45,South Carolina,2020,5004.0,0.0
SD,46,South Dakota,2020,,6.0
TN,47,Tennessee,2020,5978.0,0.0
TX,48,Texas,2020,31991.0,0.0
UT,49,Utah,2020,5638.0,0.0
VT,50,Vermont,2020,,9.0
VA,51,Virginia,2020,7965.0,0.0
WA,53,Washington,2020,9067.0,0.0
WV,54,West Virginia,2020,,4.0
WI,55,Wisconsin,2020,4358.0,0.0
WY,56,Wyoming,2020,1425.0,0.0
AL,1,Alabama,2021,4619.0,0.0
AK,2,Alaska,2021,962.0,0.0
AZ,4,Arizona,2021,8784.0,0.0
AR,5,Arkansas,2021,3112.0,0.0
CA,6,California,2021,58566.0,0.0
CO,8,Colorado,2021,8783.0,0.0
CT,9,Connecticut,2021,3300.0,0.0
DE,10,Delaware,2021,2206.0,0.0
DC,11,District of Columbia,2021,749.0,0.0
FL,12,Florida,2021,38290.0,0.0
GA,13,Georgia,2021,14220.0,0.0
HI,15,Hawaii,2021,1260.0,0.0
ID,16,Idaho,2021,3705.0,0.0
IL,17,Illinois,2021,13153.0,0.0
IN,18,Indiana,2021,6347.0,0.0
IA,19,Iowa,2021,3047.0,0.0
KS,20,Kansas,2021,2983.0,0.0
KY,21,Kentucky,2021,3558.0,0.0
LA,22,Louisiana,2021,3993.0,0.0
ME,23,Maine,2021,1933.0,0.0
MD,24,Maryland,2021,5532.0,0.0
MA,25,Massachusetts,2021,8262.0,0.0
MI,26,Michigan,2021,8844.0,0.0
MN,27,Minnesota,2021,5869.0,0.0
MS,28,Mississippi,2021,2477.0,0.0
MO,29,Missouri,2021,6985.0,0.0
MT,30,Montana,2021,2182.0,0.0
NE,31,Nebraska,2021,2252.0,0.0
NV,32,Nevada,2021,5185.0,0.0
NH,33,New Hampshire,2021,1558.8,2.0
NJ,34,New Jersey,2021,11046.0,0.0
NM,35,New Mexico,2021,1919.0,0.0
NY,36,New York,2021,25239.0,0.0
NC,37,North Carolina,2021,12896.0,0.0
ND,38,North Dakota,2021,1042.0,0.0
OH,39,Ohio,2021,8747.0,0.0
OK,40,Oklahoma,2021,4043.0,0.0
OR,41,Oregon,2021,6023.0,0.0
PA,42,Pennsylvania,2021,10942.0,0.0
RI,44,Rhode Island,2021,1401.6,2.0
SC,45,South Carolina,2021,5929.0,0.0
SD,46,South Dakota,2021,1363.0,0.0
TN,47,Tennessee,2021,7112.0,0.0
TX,48,Texas,2021,37977.0,0.0
UT,49,Utah,2021,6298.0,0.0
VT,50,Vermont,2021,,4.0
VA,51,Virginia,2021,9013.0,0.0
WA,53,Washington,2021,10739.0,0.0
WV,54,West Virginia,2021,1160.0,0.0
WI,55,Wisconsin,2021,5143.0,0.0
WY,56,Wyoming,2021,1639.0,0.0
