per_idx,cat_idx,dt_idx,geo_idx,is_adj,state_apps,STATE,state_fips,STATE_NAME,year
13,1,1,7,1,2497.0,AL,1,Alabama,2005
14,1,1,7,1,2571.0,AL,1,Alabama,2005
15,1,1,7,1,2494.0,AL,1,Alabama,2005
16,1,1,7,1,2610.0,AL,1,Alabama,2005
17,1,1,7,1,2449.0,AL,1,Alabama,2005
18,1,1,7,1,2614.0,AL,1,Alabama,2005
19,1,1,7,1,2542.0,AL,1,Alabama,2005
20,1,1,7,1,2673.0,AL,1,Alabama,2005
21,1,1,7,1,1969.0,AL,1,Alabama,2005
22,1,1,7,1,2986.0,AL,1,Alabama,2005
23,1,1,7,1,2952.0,AL,1,Alabama,2005
24,1,1,7,1,3034.0,AL,1,Alabama,2005
25,1,1,7,1,2815.0,AL,1,Alabama,2006
26,1,1,7,1,2863.0,AL,1,Alabama,2006
27,1,1,7,1,2911.0,AL,1,Alabama,2006
28,1,1,7,1,2802.0,AL,1,Alabama,2006
29,1,1,7,1,2883.0,AL,1,Alabama,2006
30,1,1,7,1,2782.0,AL,1,Alabama,2006
31,1,1,7,1,2919.0,AL,1,Alabama,2006
32,1,1,7,1,2863.0,AL,1,Alabama,2006
33,1,1,7,1,2652.0,AL,1,Alabama,2006
34,1,1,7,1,2583.0,AL,1,Alabama,2006
35,1,1,7,1,2519.0,AL,1,Alabama,2006
36,1,1,7,1,3262.0,AL,1,Alabama,2006
37,1,1,7,1,2585.0,AL,1,Alabama,2007
38,1,1,7,1,2878.0,AL,1,Alabama,2007
39,1,1,7,1,2873.0,AL,1,Alabama,2007
40,1,1,7,1,2686.0,AL,1,Alabama,2007
41,1,1,7,1,2873.0,AL,1,Alabama,2007
42,1,1,7,1,2831.0,AL,1,Alabama,2007
43,1,1,7,1,2869.0,AL,1,Alabama,2007
44,1,1,7,1,2757.0,AL,1,Alabama,2007
45,1,1,7,1,2875.0,AL,1,Alabama,2007
46,1,1,7,1,2902.0,AL,1,Alabama,2007
47,1,1,7,1,2606.0,AL,1,Alabama,2007
48,1,1,7,1,3129.0,AL,1,Alabama,2007
49,1,1,7,1,2702.0,AL,1,Alabama,2008
50,1,1,7,1,2580.0,AL,1,Alabama,2008
51,1,1,7,1,2708.0,AL,1,Alabama,2008
52,1,1,7,1,2838.0,AL,1,Alabama,2008
53,1,1,7,1,2778.0,AL,1,Alabama,2008
54,1,1,7,1,2612.0,AL,1,Alabama,2008
55,1,1,7,1,2606.0,AL,1,Alabama,2008
56,1,1,7,1,2744.0,AL,1,Alabama,2008
57,1,1,7,1,2731.0,AL,1,Alabama,2008
58,1,1,7,1,2534.0,AL,1,Alabama,2008
59,1,1,7,1,2532.0,AL,1,Alabama,2008
60,1,1,7,1,2374.0,AL,1,Alabama,2008
61,1,1,7,1,2712.0,AL,1,Alabama,2009
62,1,1,7,1,2371.0,AL,1,Alabama,2009
63,1,1,7,1,2409.0,AL,1,Alabama,2009
64,1,1,7,1,2455.0,AL,1,Alabama,2009
65,1,1,7,1,2395.0,AL,1,Alabama,2009
66,1,1,7,1,2464.0,AL,1,Alabama,2009
67,1,1,7,1,2437.0,AL,1,Alabama,2009
68,1,1,7,1,2432.0,AL,1,Alabama,2009
69,1,1,7,1,2433.0,AL,1,Alabama,2009
70,1,1,7,1,2461.0,AL,1,Alabama,2009
71,1,1,7,1,2489.0,AL,1,Alabama,2009
72,1,1,7,1,2444.0,AL,1,Alabama,2009
73,1,1,7,1,2554.0,AL,1,Alabama,2010
74,1,1,7,1,2420.0,AL,1,Alabama,2010
75,1,1,7,1,2537.0,AL,1,Alabama,2010
76,1,1,7,1,2499.0,AL,1,Alabama,2010
77,1,1,7,1,2467.0,AL,1,Alabama,2010
78,1,1,7,1,2478.0,AL,1,Alabama,2010
79,1,1,7,1,2484.0,AL,1,Alabama,2010
80,1,1,7,1,2361.0,AL,1,Alabama,2010
81,1,1,7,1,2514.0,AL,1,Alabama,2010
82,1,1,7,1,2619.0,AL,1,Alabama,2010
83,1,1,7,1,2698.0,AL,1,Alabama,2010
84,1,1,7,1,2571.0,AL,1,Alabama,2010
85,1,1,7,1,2541.0,AL,1,Alabama,2011
86,1,1,7,1,2577.0,AL,1,Alabama,2011
87,1,1,7,1,2333.0,AL,1,Alabama,2011
88,1,1,7,1,2383.0,AL,1,Alabama,2011
89,1,1,7,1,1890.0,AL,1,Alabama,2011
90,1,1,7,1,2525.0,AL,1,Alabama,2011
91,1,1,7,1,2530.0,AL,1,Alabama,2011
92,1,1,7,1,2468.0,AL,1,Alabama,2011
93,1,1,7,1,2525.0,AL,1,Alabama,2011
94,1,1,7,1,2286.0,AL,1,Alabama,2011
95,1,1,7,1,2513.0,AL,1,Alabama,2011
96,1,1,7,1,2714.0,AL,1,Alabama,2011
97,1,1,7,1,2535.0,AL,1,Alabama,2012
98,1,1,7,1,2506.0,AL,1,Alabama,2012
99,1,1,7,1,2550.0,AL,1,Alabama,2012
100,1,1,7,1,2505.0,AL,1,Alabama,2012
101,1,1,7,1,2633.0,AL,1,Alabama,2012
102,1,1,7,1,2379.0,AL,1,Alabama,2012
103,1,1,7,1,2485.0,AL,1,Alabama,2012
104,1,1,7,1,2458.0,AL,1,Alabama,2012
105,1,1,7,1,2223.0,AL,1,Alabama,2012
106,1,1,7,1,2304.0,AL,1,Alabama,2012
107,1,1,7,1,2240.0,AL,1,Alabama,2012
108,1,1,7,1,3149.0,AL,1,Alabama,2012
109,1,1,7,1,2687.0,AL,1,Alabama,2013
110,1,1,7,1,2440.0,AL,1,Alabama,2013
111,1,1,7,1,2412.0,AL,1,Alabama,2013
112,1,1,7,1,2389.0,AL,1,Alabama,2013
113,1,1,7,1,2149.0,AL,1,Alabama,2013
114,1,1,7,1,2477.0,AL,1,Alabama,2013
115,1,1,7,1,2329.0,AL,1,Alabama,2013
116,1,1,7,1,2446.0,AL,1,Alabama,2013
117,1,1,7,1,2535.0,AL,1,Alabama,2013
118,1,1,7,1,2540.0,AL,1,Alabama,2013
119,1,1,7,1,2530.0,AL,1,Alabama,2013
120,1,1,7,1,2593.0,AL,1,Alabama,2013
121,1,1,7,1,2379.0,AL,1,Alabama,2014
122,1,1,7,1,2528.0,AL,1,Alabama,2014
123,1,1,7,1,2538.0,AL,1,Alabama,2014
124,1,1,7,1,2500.0,AL,1,Alabama,2014
125,1,1,7,1,2398.0,AL,1,Alabama,2014
126,1,1,7,1,2453.0,AL,1,Alabama,2014
127,1,1,7,1,2462.0,AL,1,Alabama,2014
128,1,1,7,1,2453.0,AL,1,Alabama,2014
129,1,1,7,1,2448.0,AL,1,Alabama,2014
130,1,1,7,1,2541.0,AL,1,Alabama,2014
131,1,1,7,1,2429.0,AL,1,Alabama,2014
132,1,1,7,1,2126.0,AL,1,Alabama,2014
133,1,1,7,1,3137.0,AL,1,Alabama,2015
134,1,1,7,1,2515.0,AL,1,Alabama,2015
135,1,1,7,1,2516.0,AL,1,Alabama,2015
136,1,1,7,1,2541.0,AL,1,Alabama,2015
137,1,1,7,1,2432.0,AL,1,Alabama,2015
138,1,1,7,1,2546.0,AL,1,Alabama,2015
139,1,1,7,1,2675.0,AL,1,Alabama,2015
140,1,1,7,1,2730.0,AL,1,Alabama,2015
141,1,1,7,1,2797.0,AL,1,Alabama,2015
142,1,1,7,1,2719.0,AL,1,Alabama,2015
143,1,1,7,1,2632.0,AL,1,Alabama,2015
144,1,1,7,1,2616.0,AL,1,Alabama,2015
145,1,1,7,1,3074.0,AL,1,Alabama,2016
146,1,1,7,1,2688.0,AL,1,Alabama,2016
147,1,1,7,1,2650.0,AL,1,Alabama,2016
148,1,1,7,1,2794.0,AL,1,Alabama,2016
149,1,1,7,1,2939.0,AL,1,Alabama,2016
150,1,1,7,1,2553.0,AL,1,Alabama,2016
151,1,1,7,1,3129.0,AL,1,Alabama,2016
152,1,1,7,1,2887.0,AL,1,Alabama,2016
153,1,1,7,1,2963.0,AL,1,Alabama,2016
154,1,1,7,1,2854.0,AL,1,Alabama,2016
155,1,1,7,1,3020.0,AL,1,Alabama,2016
156,1,1,7,1,3178.0,AL,1,Alabama,2016
157,1,1,7,1,3048.0,AL,1,Alabama,2017
158,1,1,7,1,3072.0,AL,1,Alabama,2017
159,1,1,7,1,2994.0,AL,1,Alabama,2017
160,1,1,7,1,2971.0,AL,1,Alabama,2017
161,1,1,7,1,3007.0,AL,1,Alabama,2017
162,1,1,7,1,3117.0,AL,1,Alabama,2017
163,1,1,7,1,3000.0,AL,1,Alabama,2017
164,1,1,7,1,3087.0,AL,1,Alabama,2017
165,1,1,7,1,3136.0,AL,1,Alabama,2017
166,1,1,7,1,3201.0,AL,1,Alabama,2017
167,1,1,7,1,3322.0,AL,1,Alabama,2017
168,1,1,7,1,3139.0,AL,1,Alabama,2017
169,1,1,7,1,3353.0,AL,1,Alabama,2018
170,1,1,7,1,3315.0,AL,1,Alabama,2018
171,1,1,7,1,3448.0,AL,1,Alabama,2018
172,1,1,7,1,3483.0,AL,1,Alabama,2018
173,1,1,7,1,3623.0,AL,1,Alabama,2018
174,1,1,7,1,3665.0,AL,1,Alabama,2018
175,1,1,7,1,3560.0,AL,1,Alabama,2018
176,1,1,7,1,3730.0,AL,1,Alabama,2018
177,1,1,7,1,3384.0,AL,1,Alabama,2018
178,1,1,7,1,3424.0,AL,1,Alabama,2018
179,1,1,7,1,3660.0,AL,1,Alabama,2018
180,1,1,7,1,3588.0,AL,1,Alabama,2018
181,1,1,7,1,3638.0,AL,1,Alabama,2019
182,1,1,7,1,3811.0,AL,1,Alabama,2019
183,1,1,7,1,3622.0,AL,1,Alabama,2019
184,1,1,7,1,3440.0,AL,1,Alabama,2019
185,1,1,7,1,3201.0,AL,1,Alabama,2019
186,1,1,7,1,3238.0,AL,1,Alabama,2019
187,1,1,7,1,3364.0,AL,1,Alabama,2019
188,1,1,7,1,3236.0,AL,1,Alabama,2019
189,1,1,7,1,3524.0,AL,1,Alabama,2019
190,1,1,7,1,3613.0,AL,1,Alabama,2019
191,1,1,7,1,3480.0,AL,1,Alabama,2019
192,1,1,7,1,3442.0,AL,1,Alabama,2019
193,1,1,7,1,3248.0,AL,1,Alabama,2020
194,1,1,7,1,3395.0,AL,1,Alabama,2020
195,1,1,7,1,2734.0,AL,1,Alabama,2020
196,1,1,7,1,2846.0,AL,1,Alabama,2020
197,1,1,7,1,4232.0,AL,1,Alabama,2020
198,1,1,7,1,5294.0,AL,1,Alabama,2020
199,1,1,7,1,8382.0,AL,1,Alabama,2020
200,1,1,7,1,6759.0,AL,1,Alabama,2020
201,1,1,7,1,5588.0,AL,1,Alabama,2020
202,1,1,7,1,5619.0,AL,1,Alabama,2020
203,1,1,7,1,5668.0,AL,1,Alabama,2020
204,1,1,7,1,6295.0,AL,1,Alabama,2020
13,1,1,6,1,378.0,AK,2,Alaska,2005
14,1,1,6,1,375.0,AK,2,Alaska,2005
15,1,1,6,1,372.0,AK,2,Alaska,2005
16,1,1,6,1,425.0,AK,2,Alaska,2005
17,1,1,6,1,413.0,AK,2,Alaska,2005
18,1,1,6,1,427.0,AK,2,Alaska,2005
19,1,1,6,1,403.0,AK,2,Alaska,2005
20,1,1,6,1,358.0,AK,2,Alaska,2005
21,1,1,6,1,280.0,AK,2,Alaska,2005
22,1,1,6,1,426.0,AK,2,Alaska,2005
23,1,1,6,1,445.0,AK,2,Alaska,2005
24,1,1,6,1,460.0,AK,2,Alaska,2005
25,1,1,6,1,437.0,AK,2,Alaska,2006
26,1,1,6,1,447.0,AK,2,Alaska,2006
27,1,1,6,1,432.0,AK,2,Alaska,2006
28,1,1,6,1,499.0,AK,2,Alaska,2006
29,1,1,6,1,462.0,AK,2,Alaska,2006
30,1,1,6,1,431.0,AK,2,Alaska,2006
31,1,1,6,1,457.0,AK,2,Alaska,2006
32,1,1,6,1,418.0,AK,2,Alaska,2006
33,1,1,6,1,399.0,AK,2,Alaska,2006
34,1,1,6,1,372.0,AK,2,Alaska,2006
35,1,1,6,1,401.0,AK,2,Alaska,2006
36,1,1,6,1,437.0,AK,2,Alaska,2006
37,1,1,6,1,374.0,AK,2,Alaska,2007
38,1,1,6,1,460.0,AK,2,Alaska,2007
39,1,1,6,1,401.0,AK,2,Alaska,2007
40,1,1,6,1,379.0,AK,2,Alaska,2007
41,1,1,6,1,442.0,AK,2,Alaska,2007
42,1,1,6,1,447.0,AK,2,Alaska,2007
43,1,1,6,1,418.0,AK,2,Alaska,2007
44,1,1,6,1,465.0,AK,2,Alaska,2007
45,1,1,6,1,434.0,AK,2,Alaska,2007
46,1,1,6,1,443.0,AK,2,Alaska,2007
47,1,1,6,1,420.0,AK,2,Alaska,2007
48,1,1,6,1,501.0,AK,2,Alaska,2007
49,1,1,6,1,417.0,AK,2,Alaska,2008
50,1,1,6,1,418.0,AK,2,Alaska,2008
51,1,1,6,1,434.0,AK,2,Alaska,2008
52,1,1,6,1,413.0,AK,2,Alaska,2008
53,1,1,6,1,418.0,AK,2,Alaska,2008
54,1,1,6,1,403.0,AK,2,Alaska,2008
55,1,1,6,1,451.0,AK,2,Alaska,2008
56,1,1,6,1,435.0,AK,2,Alaska,2008
57,1,1,6,1,365.0,AK,2,Alaska,2008
58,1,1,6,1,377.0,AK,2,Alaska,2008
59,1,1,6,1,421.0,AK,2,Alaska,2008
60,1,1,6,1,349.0,AK,2,Alaska,2008
61,1,1,6,1,395.0,AK,2,Alaska,2009
62,1,1,6,1,363.0,AK,2,Alaska,2009
63,1,1,6,1,377.0,AK,2,Alaska,2009
64,1,1,6,1,337.0,AK,2,Alaska,2009
65,1,1,6,1,373.0,AK,2,Alaska,2009
66,1,1,6,1,372.0,AK,2,Alaska,2009
67,1,1,6,1,384.0,AK,2,Alaska,2009
68,1,1,6,1,379.0,AK,2,Alaska,2009
69,1,1,6,1,372.0,AK,2,Alaska,2009
70,1,1,6,1,385.0,AK,2,Alaska,2009
71,1,1,6,1,356.0,AK,2,Alaska,2009
72,1,1,6,1,352.0,AK,2,Alaska,2009
73,1,1,6,1,357.0,AK,2,Alaska,2010
74,1,1,6,1,392.0,AK,2,Alaska,2010
75,1,1,6,1,377.0,AK,2,Alaska,2010
76,1,1,6,1,409.0,AK,2,Alaska,2010
77,1,1,6,1,385.0,AK,2,Alaska,2010
78,1,1,6,1,396.0,AK,2,Alaska,2010
79,1,1,6,1,373.0,AK,2,Alaska,2010
80,1,1,6,1,369.0,AK,2,Alaska,2010
81,1,1,6,1,411.0,AK,2,Alaska,2010
82,1,1,6,1,412.0,AK,2,Alaska,2010
83,1,1,6,1,401.0,AK,2,Alaska,2010
84,1,1,6,1,412.0,AK,2,Alaska,2010
85,1,1,6,1,454.0,AK,2,Alaska,2011
86,1,1,6,1,509.0,AK,2,Alaska,2011
87,1,1,6,1,418.0,AK,2,Alaska,2011
88,1,1,6,1,410.0,AK,2,Alaska,2011
89,1,1,6,1,340.0,AK,2,Alaska,2011
90,1,1,6,1,445.0,AK,2,Alaska,2011
91,1,1,6,1,445.0,AK,2,Alaska,2011
92,1,1,6,1,450.0,AK,2,Alaska,2011
93,1,1,6,1,364.0,AK,2,Alaska,2011
94,1,1,6,1,430.0,AK,2,Alaska,2011
95,1,1,6,1,432.0,AK,2,Alaska,2011
96,1,1,6,1,437.0,AK,2,Alaska,2011
97,1,1,6,1,375.0,AK,2,Alaska,2012
98,1,1,6,1,412.0,AK,2,Alaska,2012
99,1,1,6,1,478.0,AK,2,Alaska,2012
100,1,1,6,1,447.0,AK,2,Alaska,2012
101,1,1,6,1,412.0,AK,2,Alaska,2012
102,1,1,6,1,421.0,AK,2,Alaska,2012
103,1,1,6,1,449.0,AK,2,Alaska,2012
104,1,1,6,1,407.0,AK,2,Alaska,2012
105,1,1,6,1,440.0,AK,2,Alaska,2012
106,1,1,6,1,424.0,AK,2,Alaska,2012
107,1,1,6,1,430.0,AK,2,Alaska,2012
108,1,1,6,1,556.0,AK,2,Alaska,2012
109,1,1,6,1,474.0,AK,2,Alaska,2013
110,1,1,6,1,455.0,AK,2,Alaska,2013
111,1,1,6,1,436.0,AK,2,Alaska,2013
112,1,1,6,1,468.0,AK,2,Alaska,2013
113,1,1,6,1,476.0,AK,2,Alaska,2013
114,1,1,6,1,426.0,AK,2,Alaska,2013
115,1,1,6,1,412.0,AK,2,Alaska,2013
116,1,1,6,1,455.0,AK,2,Alaska,2013
117,1,1,6,1,411.0,AK,2,Alaska,2013
118,1,1,6,1,439.0,AK,2,Alaska,2013
119,1,1,6,1,478.0,AK,2,Alaska,2013
120,1,1,6,1,450.0,AK,2,Alaska,2013
121,1,1,6,1,446.0,AK,2,Alaska,2014
122,1,1,6,1,436.0,AK,2,Alaska,2014
123,1,1,6,1,468.0,AK,2,Alaska,2014
124,1,1,6,1,453.0,AK,2,Alaska,2014
125,1,1,6,1,414.0,AK,2,Alaska,2014
126,1,1,6,1,465.0,AK,2,Alaska,2014
127,1,1,6,1,428.0,AK,2,Alaska,2014
128,1,1,6,1,460.0,AK,2,Alaska,2014
129,1,1,6,1,446.0,AK,2,Alaska,2014
130,1,1,6,1,456.0,AK,2,Alaska,2014
131,1,1,6,1,476.0,AK,2,Alaska,2014
132,1,1,6,1,441.0,AK,2,Alaska,2014
133,1,1,6,1,561.0,AK,2,Alaska,2015
134,1,1,6,1,489.0,AK,2,Alaska,2015
135,1,1,6,1,482.0,AK,2,Alaska,2015
136,1,1,6,1,472.0,AK,2,Alaska,2015
137,1,1,6,1,451.0,AK,2,Alaska,2015
138,1,1,6,1,494.0,AK,2,Alaska,2015
139,1,1,6,1,487.0,AK,2,Alaska,2015
140,1,1,6,1,483.0,AK,2,Alaska,2015
141,1,1,6,1,514.0,AK,2,Alaska,2015
142,1,1,6,1,595.0,AK,2,Alaska,2015
143,1,1,6,1,458.0,AK,2,Alaska,2015
144,1,1,6,1,463.0,AK,2,Alaska,2015
145,1,1,6,1,583.0,AK,2,Alaska,2016
146,1,1,6,1,531.0,AK,2,Alaska,2016
147,1,1,6,1,546.0,AK,2,Alaska,2016
148,1,1,6,1,526.0,AK,2,Alaska,2016
149,1,1,6,1,547.0,AK,2,Alaska,2016
150,1,1,6,1,519.0,AK,2,Alaska,2016
151,1,1,6,1,559.0,AK,2,Alaska,2016
152,1,1,6,1,488.0,AK,2,Alaska,2016
153,1,1,6,1,520.0,AK,2,Alaska,2016
154,1,1,6,1,520.0,AK,2,Alaska,2016
155,1,1,6,1,498.0,AK,2,Alaska,2016
156,1,1,6,1,542.0,AK,2,Alaska,2016
157,1,1,6,1,527.0,AK,2,Alaska,2017
158,1,1,6,1,526.0,AK,2,Alaska,2017
159,1,1,6,1,526.0,AK,2,Alaska,2017
160,1,1,6,1,584.0,AK,2,Alaska,2017
161,1,1,6,1,633.0,AK,2,Alaska,2017
162,1,1,6,1,590.0,AK,2,Alaska,2017
163,1,1,6,1,627.0,AK,2,Alaska,2017
164,1,1,6,1,599.0,AK,2,Alaska,2017
165,1,1,6,1,577.0,AK,2,Alaska,2017
166,1,1,6,1,571.0,AK,2,Alaska,2017
167,1,1,6,1,754.0,AK,2,Alaska,2017
168,1,1,6,1,865.0,AK,2,Alaska,2017
169,1,1,6,1,755.0,AK,2,Alaska,2018
170,1,1,6,1,735.0,AK,2,Alaska,2018
171,1,1,6,1,753.0,AK,2,Alaska,2018
172,1,1,6,1,804.0,AK,2,Alaska,2018
173,1,1,6,1,795.0,AK,2,Alaska,2018
174,1,1,6,1,962.0,AK,2,Alaska,2018
175,1,1,6,1,792.0,AK,2,Alaska,2018
176,1,1,6,1,842.0,AK,2,Alaska,2018
177,1,1,6,1,599.0,AK,2,Alaska,2018
178,1,1,6,1,595.0,AK,2,Alaska,2018
179,1,1,6,1,852.0,AK,2,Alaska,2018
180,1,1,6,1,733.0,AK,2,Alaska,2018
181,1,1,6,1,678.0,AK,2,Alaska,2019
182,1,1,6,1,713.0,AK,2,Alaska,2019
183,1,1,6,1,672.0,AK,2,Alaska,2019
184,1,1,6,1,603.0,AK,2,Alaska,2019
185,1,1,6,1,579.0,AK,2,Alaska,2019
186,1,1,6,1,582.0,AK,2,Alaska,2019
187,1,1,6,1,608.0,AK,2,Alaska,2019
188,1,1,6,1,620.0,AK,2,Alaska,2019
189,1,1,6,1,801.0,AK,2,Alaska,2019
190,1,1,6,1,894.0,AK,2,Alaska,2019
191,1,1,6,1,633.0,AK,2,Alaska,2019
192,1,1,6,1,761.0,AK,2,Alaska,2019
193,1,1,6,1,631.0,AK,2,Alaska,2020
194,1,1,6,1,664.0,AK,2,Alaska,2020
195,1,1,6,1,603.0,AK,2,Alaska,2020
196,1,1,6,1,537.0,AK,2,Alaska,2020
197,1,1,6,1,687.0,AK,2,Alaska,2020
198,1,1,6,1,816.0,AK,2,Alaska,2020
199,1,1,6,1,781.0,AK,2,Alaska,2020
200,1,1,6,1,755.0,AK,2,Alaska,2020
201,1,1,6,1,671.0,AK,2,Alaska,2020
202,1,1,6,1,653.0,AK,2,Alaska,2020
203,1,1,6,1,588.0,AK,2,Alaska,2020
204,1,1,6,1,622.0,AK,2,Alaska,2020
13,1,1,9,1,4800.0,AZ,4,Arizona,2005
14,1,1,9,1,4230.0,AZ,4,Arizona,2005
15,1,1,9,1,4103.0,AZ,4,Arizona,2005
16,1,1,9,1,4259.0,AZ,4,Arizona,2005
17,1,1,9,1,4264.0,AZ,4,Arizona,2005
18,1,1,9,1,4983.0,AZ,4,Arizona,2005
19,1,1,9,1,4666.0,AZ,4,Arizona,2005
20,1,1,9,1,4623.0,AZ,4,Arizona,2005
21,1,1,9,1,3858.0,AZ,4,Arizona,2005
22,1,1,9,1,5531.0,AZ,4,Arizona,2005
23,1,1,9,1,6015.0,AZ,4,Arizona,2005
24,1,1,9,1,5755.0,AZ,4,Arizona,2005
25,1,1,9,1,5440.0,AZ,4,Arizona,2006
26,1,1,9,1,5310.0,AZ,4,Arizona,2006
27,1,1,9,1,5365.0,AZ,4,Arizona,2006
28,1,1,9,1,5394.0,AZ,4,Arizona,2006
29,1,1,9,1,5314.0,AZ,4,Arizona,2006
30,1,1,9,1,5109.0,AZ,4,Arizona,2006
31,1,1,9,1,5086.0,AZ,4,Arizona,2006
32,1,1,9,1,4894.0,AZ,4,Arizona,2006
33,1,1,9,1,4937.0,AZ,4,Arizona,2006
34,1,1,9,1,5063.0,AZ,4,Arizona,2006
35,1,1,9,1,4831.0,AZ,4,Arizona,2006
36,1,1,9,1,6219.0,AZ,4,Arizona,2006
37,1,1,9,1,5084.0,AZ,4,Arizona,2007
38,1,1,9,1,5478.0,AZ,4,Arizona,2007
39,1,1,9,1,5307.0,AZ,4,Arizona,2007
40,1,1,9,1,5233.0,AZ,4,Arizona,2007
41,1,1,9,1,5420.0,AZ,4,Arizona,2007
42,1,1,9,1,5429.0,AZ,4,Arizona,2007
43,1,1,9,1,5429.0,AZ,4,Arizona,2007
44,1,1,9,1,5016.0,AZ,4,Arizona,2007
45,1,1,9,1,5546.0,AZ,4,Arizona,2007
46,1,1,9,1,5727.0,AZ,4,Arizona,2007
47,1,1,9,1,5280.0,AZ,4,Arizona,2007
48,1,1,9,1,6144.0,AZ,4,Arizona,2007
49,1,1,9,1,5173.0,AZ,4,Arizona,2008
50,1,1,9,1,5049.0,AZ,4,Arizona,2008
51,1,1,9,1,5456.0,AZ,4,Arizona,2008
52,1,1,9,1,5334.0,AZ,4,Arizona,2008
53,1,1,9,1,5264.0,AZ,4,Arizona,2008
54,1,1,9,1,5229.0,AZ,4,Arizona,2008
55,1,1,9,1,5121.0,AZ,4,Arizona,2008
56,1,1,9,1,5347.0,AZ,4,Arizona,2008
57,1,1,9,1,5091.0,AZ,4,Arizona,2008
58,1,1,9,1,5079.0,AZ,4,Arizona,2008
59,1,1,9,1,5188.0,AZ,4,Arizona,2008
60,1,1,9,1,4793.0,AZ,4,Arizona,2008
61,1,1,9,1,4899.0,AZ,4,Arizona,2009
62,1,1,9,1,4858.0,AZ,4,Arizona,2009
63,1,1,9,1,4864.0,AZ,4,Arizona,2009
64,1,1,9,1,5014.0,AZ,4,Arizona,2009
65,1,1,9,1,4821.0,AZ,4,Arizona,2009
66,1,1,9,1,4913.0,AZ,4,Arizona,2009
67,1,1,9,1,4988.0,AZ,4,Arizona,2009
68,1,1,9,1,4936.0,AZ,4,Arizona,2009
69,1,1,9,1,4897.0,AZ,4,Arizona,2009
70,1,1,9,1,4868.0,AZ,4,Arizona,2009
71,1,1,9,1,4780.0,AZ,4,Arizona,2009
72,1,1,9,1,4814.0,AZ,4,Arizona,2009
73,1,1,9,1,4971.0,AZ,4,Arizona,2010
74,1,1,9,1,4854.0,AZ,4,Arizona,2010
75,1,1,9,1,4789.0,AZ,4,Arizona,2010
76,1,1,9,1,4750.0,AZ,4,Arizona,2010
77,1,1,9,1,5015.0,AZ,4,Arizona,2010
78,1,1,9,1,4691.0,AZ,4,Arizona,2010
79,1,1,9,1,4754.0,AZ,4,Arizona,2010
80,1,1,9,1,4733.0,AZ,4,Arizona,2010
81,1,1,9,1,4903.0,AZ,4,Arizona,2010
82,1,1,9,1,4823.0,AZ,4,Arizona,2010
83,1,1,9,1,5203.0,AZ,4,Arizona,2010
84,1,1,9,1,4917.0,AZ,4,Arizona,2010
85,1,1,9,1,5150.0,AZ,4,Arizona,2011
86,1,1,9,1,5409.0,AZ,4,Arizona,2011
87,1,1,9,1,4829.0,AZ,4,Arizona,2011
88,1,1,9,1,4688.0,AZ,4,Arizona,2011
89,1,1,9,1,4227.0,AZ,4,Arizona,2011
90,1,1,9,1,4900.0,AZ,4,Arizona,2011
91,1,1,9,1,4796.0,AZ,4,Arizona,2011
92,1,1,9,1,4805.0,AZ,4,Arizona,2011
93,1,1,9,1,4964.0,AZ,4,Arizona,2011
94,1,1,9,1,4471.0,AZ,4,Arizona,2011
95,1,1,9,1,4962.0,AZ,4,Arizona,2011
96,1,1,9,1,5056.0,AZ,4,Arizona,2011
97,1,1,9,1,4059.0,AZ,4,Arizona,2012
98,1,1,9,1,4818.0,AZ,4,Arizona,2012
99,1,1,9,1,4732.0,AZ,4,Arizona,2012
100,1,1,9,1,4815.0,AZ,4,Arizona,2012
101,1,1,9,1,4685.0,AZ,4,Arizona,2012
102,1,1,9,1,4455.0,AZ,4,Arizona,2012
103,1,1,9,1,4534.0,AZ,4,Arizona,2012
104,1,1,9,1,4404.0,AZ,4,Arizona,2012
105,1,1,9,1,4472.0,AZ,4,Arizona,2012
106,1,1,9,1,4557.0,AZ,4,Arizona,2012
107,1,1,9,1,4352.0,AZ,4,Arizona,2012
108,1,1,9,1,5790.0,AZ,4,Arizona,2012
109,1,1,9,1,4539.0,AZ,4,Arizona,2013
110,1,1,9,1,4574.0,AZ,4,Arizona,2013
111,1,1,9,1,4780.0,AZ,4,Arizona,2013
112,1,1,9,1,4546.0,AZ,4,Arizona,2013
113,1,1,9,1,4276.0,AZ,4,Arizona,2013
114,1,1,9,1,4757.0,AZ,4,Arizona,2013
115,1,1,9,1,4861.0,AZ,4,Arizona,2013
116,1,1,9,1,4786.0,AZ,4,Arizona,2013
117,1,1,9,1,4583.0,AZ,4,Arizona,2013
118,1,1,9,1,4705.0,AZ,4,Arizona,2013
119,1,1,9,1,4624.0,AZ,4,Arizona,2013
120,1,1,9,1,4868.0,AZ,4,Arizona,2013
121,1,1,9,1,4516.0,AZ,4,Arizona,2014
122,1,1,9,1,4703.0,AZ,4,Arizona,2014
123,1,1,9,1,4679.0,AZ,4,Arizona,2014
124,1,1,9,1,4898.0,AZ,4,Arizona,2014
125,1,1,9,1,4870.0,AZ,4,Arizona,2014
126,1,1,9,1,4795.0,AZ,4,Arizona,2014
127,1,1,9,1,4515.0,AZ,4,Arizona,2014
128,1,1,9,1,4708.0,AZ,4,Arizona,2014
