per_idx,cat_idx,dt_idx,geo_idx,is_adj,state_formations,STATE,state_fips,STATE_NAME,year
13,1,6,6,1,,AK,2,Alaska,2005
14,1,6,6,1,,AK,2,Alaska,2005
15,1,6,6,1,102.0,AK,2,Alaska,2005
16,1,6,6,1,143.0,AK,2,Alaska,2005
17,1,6,6,1,,AK,2,Alaska,2005
18,1,6,6,1,,AK,2,Alaska,2005
19,1,6,6,1,,AK,2,Alaska,2005
20,1,6,6,1,,AK,2,Alaska,2005
21,1,6,6,1,,AK,2,Alaska,2005
22,1,6,6,1,,AK,2,Alaska,2005
23,1,6,6,1,,AK,2,Alaska,2005
24,1,6,6,1,,AK,2,Alaska,2005
25,1,6,6,1,,AK,2,Alaska,2006
26,1,6,6,1,,AK,2,Alaska,2006
27,1,6,6,1,104.0,AK,2,Alaska,2006
28,1,6,6,1,,AK,2,Alaska,2006
29,1,6,6,1,95.0,AK,2,Alaska,2006
30,1,6,6,1,,AK,2,Alaska,2006
31,1,6,6,1,,AK,2,Alaska,2006
32,1,6,6,1,,AK,2,Alaska,2006
33,1,6,6,1,,AK,2,Alaska,2006
34,1,6,6,1,,AK,2,Alaska,2006
35,1,6,6,1,87.0,AK,2,Alaska,2006
36,1,6,6,1,,AK,2,Alaska,2006
37,1,6,6,1,86.0,AK,2,Alaska,2007
38,1,6,6,1,,AK,2,Alaska,2007
39,1,6,6,1,,AK,2,Alaska,2007
40,1,6,6,1,,AK,2,Alaska,2007
41,1,6,6,1,,AK,2,Alaska,2007
42,1,6,6,1,,AK,2,Alaska,2007
43,1,6,6,1,,AK,2,Alaska,2007
44,1,6,6,1,,AK,2,Alaska,2007
45,1,6,6,1,,AK,2,Alaska,2007
46,1,6,6,1,,AK,2,Alaska,2007
47,1,6,6,1,,AK,2,Alaska,2007
48,1,6,6,1,,AK,2,Alaska,2007
49,1,6,6,1,,AK,2,Alaska,2008
50,1,6,6,1,78.0,AK,2,Alaska,2008
51,1,6,6,1,,AK,2,Alaska,2008
52,1,6,6,1,84.0,AK,2,Alaska,2008
53,1,6,6,1,,AK,2,Alaska,2008
54,1,6,6,1,,AK,2,Alaska,2008
55,1,6,6,1,,AK,2,Alaska,2008
56,1,6,6,1,,AK,2,Alaska,2008
57,1,6,6,1,,AK,2,Alaska,2008
58,1,6,6,1,,AK,2,Alaska,2008
59,1,6,6,1,,AK,2,Alaska,2008
60,1,6,6,1,62.0,AK,2,Alaska,2008
61,1,6,6,1,,AK,2,Alaska,2009
62,1,6,6,1,,AK,2,Alaska,2009
63,1,6,6,1,70.0,AK,2,Alaska,2009
64,1,6,6,1,,AK,2,Alaska,2009
65,1,6,6,1,,AK,2,Alaska,2009
66,1,6,6,1,,AK,2,Alaska,2009
67,1,6,6,1,,AK,2,Alaska,2009
68,1,6,6,1,73.0,AK,2,Alaska,2009
69,1,6,6,1,,AK,2,Alaska,2009
70,1,6,6,1,,AK,2,Alaska,2009
71,1,6,6,1,,AK,2,Alaska,2009
72,1,6,6,1,,AK,2,Alaska,2009
73,1,6,6,1,,AK,2,Alaska,2010
74,1,6,6,1,,AK,2,Alaska,2010
75,1,6,6,1,,AK,2,Alaska,2010
76,1,6,6,1,,AK,2,Alaska,2010
77,1,6,6,1,,AK,2,Alaska,2010
78,1,6,6,1,,AK,2,Alaska,2010
79,1,6,6,1,,AK,2,Alaska,2010
80,1,6,6,1,,AK,2,Alaska,2010
81,1,6,6,1,,AK,2,Alaska,2010
82,1,6,6,1,,AK,2,Alaska,2010
83,1,6,6,1,,AK,2,Alaska,2010
84,1,6,6,1,75.0,AK,2,Alaska,2010
85,1,6,6,1,75.0,AK,2,Alaska,2011
86,1,6,6,1,,AK,2,Alaska,2011
87,1,6,6,1,,AK,2,Alaska,2011
88,1,6,6,1,74.0,AK,2,Alaska,2011
89,1,6,6,1,73.0,AK,2,Alaska,2011
90,1,6,6,1,72.0,AK,2,Alaska,2011
91,1,6,6,1,,AK,2,Alaska,2011
92,1,6,6,1,,AK,2,Alaska,2011
93,1,6,6,1,70.0,AK,2,Alaska,2011
94,1,6,6,1,,AK,2,Alaska,2011
95,1,6,6,1,,AK,2,Alaska,2011
96,1,6,6,1,,AK,2,Alaska,2011
97,1,6,6,1,,AK,2,Alaska,2012
98,1,6,6,1,,AK,2,Alaska,2012
99,1,6,6,1,,AK,2,Alaska,2012
100,1,6,6,1,,AK,2,Alaska,2012
101,1,6,6,1,,AK,2,Alaska,2012
102,1,6,6,1,77.0,AK,2,Alaska,2012
103,1,6,6,1,,AK,2,Alaska,2012
104,1,6,6,1,,AK,2,Alaska,2012
105,1,6,6,1,,AK,2,Alaska,2012
106,1,6,6,1,,AK,2,Alaska,2012
107,1,6,6,1,,AK,2,Alaska,2012
108,1,6,6,1,,AK,2,Alaska,2012
109,1,6,6,1,71.0,AK,2,Alaska,2013
110,1,6,6,1,,AK,2,Alaska,2013
111,1,6,6,1,,AK,2,Alaska,2013
112,1,6,6,1,,AK,2,Alaska,2013
113,1,6,6,1,,AK,2,Alaska,2013
114,1,6,6,1,,AK,2,Alaska,2013
115,1,6,6,1,,AK,2,Alaska,2013
116,1,6,6,1,,AK,2,Alaska,2013
117,1,6,6,1,70.0,AK,2,Alaska,2013
118,1,6,6,1,,AK,2,Alaska,2013
119,1,6,6,1,,AK,2,Alaska,2013
120,1,6,6,1,,AK,2,Alaska,2013
121,1,6,6,1,67.0,AK,2,Alaska,2014
122,1,6,6,1,,AK,2,Alaska,2014
123,1,6,6,1,,AK,2,Alaska,2014
124,1,6,6,1,78.0,AK,2,Alaska,2014
125,1,6,6,1,,AK,2,Alaska,2014
126,1,6,6,1,,AK,2,Alaska,2014
127,1,6,6,1,,AK,2,Alaska,2014
128,1,6,6,1,,AK,2,Alaska,2014
129,1,6,6,1,,AK,2,Alaska,2014
130,1,6,6,1,79.0,AK,2,Alaska,2014
131,1,6,6,1,75.0,AK,2,Alaska,2014
132,1,6,6,1,81.0,AK,2,Alaska,2014
133,1,6,6,1,,AK,2,Alaska,2015
134,1,6,6,1,,AK,2,Alaska,2015
135,1,6,6,1,81.0,AK,2,Alaska,2015
136,1,6,6,1,81.0,AK,2,Alaska,2015
137,1,6,6,1,,AK,2,Alaska,2015
138,1,6,6,1,,AK,2,Alaska,2015
139,1,6,6,1,,AK,2,Alaska,2015
140,1,6,6,1,,AK,2,Alaska,2015
141,1,6,6,1,81.0,AK,2,Alaska,2015
142,1,6,6,1,,AK,2,Alaska,2015
143,1,6,6,1,74.0,AK,2,Alaska,2015
144,1,6,6,1,,AK,2,Alaska,2015
145,1,6,6,1,83.0,AK,2,Alaska,2016
146,1,6,6,1,78.0,AK,2,Alaska,2016
147,1,6,6,1,88.0,AK,2,Alaska,2016
148,1,6,6,1,,AK,2,Alaska,2016
149,1,6,6,1,,AK,2,Alaska,2016
150,1,6,6,1,73.0,AK,2,Alaska,2016
151,1,6,6,1,,AK,2,Alaska,2016
152,1,6,6,1,,AK,2,Alaska,2016
153,1,6,6,1,,AK,2,Alaska,2016
154,1,6,6,1,,AK,2,Alaska,2016
155,1,6,6,1,84.0,AK,2,Alaska,2016
156,1,6,6,1,,AK,2,Alaska,2016
157,1,6,6,1,,AK,2,Alaska,2017
158,1,6,6,1,,AK,2,Alaska,2017
159,1,6,6,1,72.0,AK,2,Alaska,2017
160,1,6,6,1,70.0,AK,2,Alaska,2017
161,1,6,6,1,82.0,AK,2,Alaska,2017
162,1,6,6,1,71.0,AK,2,Alaska,2017
163,1,6,6,1,,AK,2,Alaska,2017
164,1,6,6,1,68.0,AK,2,Alaska,2017
165,1,6,6,1,,AK,2,Alaska,2017
166,1,6,6,1,,AK,2,Alaska,2017
167,1,6,6,1,81.0,AK,2,Alaska,2017
168,1,6,6,1,,AK,2,Alaska,2017
169,1,6,6,1,83.0,AK,2,Alaska,2018
170,1,6,6,1,73.0,AK,2,Alaska,2018
171,1,6,6,1,75.0,AK,2,Alaska,2018
172,1,6,6,1,82.0,AK,2,Alaska,2018
173,1,6,6,1,78.0,AK,2,Alaska,2018
174,1,6,6,1,79.0,AK,2,Alaska,2018
175,1,6,6,1,,AK,2,Alaska,2018
176,1,6,6,1,83.0,AK,2,Alaska,2018
177,1,6,6,1,,AK,2,Alaska,2018
178,1,6,6,1,,AK,2,Alaska,2018
179,1,6,6,1,71.0,AK,2,Alaska,2018
180,1,6,6,1,,AK,2,Alaska,2018
181,1,6,6,1,73.0,AK,2,Alaska,2019
182,1,6,6,1,73.0,AK,2,Alaska,2019
183,1,6,6,1,73.0,AK,2,Alaska,2019
184,1,6,6,1,81.0,AK,2,Alaska,2019
185,1,6,6,1,66.0,AK,2,Alaska,2019
186,1,6,6,1,71.0,AK,2,Alaska,2019
187,1,6,6,1,,AK,2,Alaska,2019
188,1,6,6,1,73.0,AK,2,Alaska,2019
189,1,6,6,1,,AK,2,Alaska,2019
190,1,6,6,1,68.0,AK,2,Alaska,2019
191,1,6,6,1,,AK,2,Alaska,2019
192,1,6,6,1,,AK,2,Alaska,2019
193,1,6,6,1,63.0,AK,2,Alaska,2020
194,1,6,6,1,80.0,AK,2,Alaska,2020
195,1,6,6,1,73.0,AK,2,Alaska,2020
196,1,6,6,1,46.0,AK,2,Alaska,2020
197,1,6,6,1,72.0,AK,2,Alaska,2020
198,1,6,6,1,77.0,AK,2,Alaska,2020
199,1,6,6,1,75.0,AK,2,Alaska,2020
200,1,6,6,1,84.0,AK,2,Alaska,2020
201,1,6,6,1,81.0,AK,2,Alaska,2020
202,1,6,6,1,,AK,2,Alaska,2020
203,1,6,6,1,,AK,2,Alaska,2020
204,1,6,6,1,66.0,AK,2,Alaska,2020
205,1,6,6,1,95.0,AK,2,Alaska,2021
206,1,6,6,1,79.0,AK,2,Alaska,2021
207,1,6,6,1,75.0,AK,2,Alaska,2021
208,1,6,6,1,73.0,AK,2,Alaska,2021
209,1,6,6,1,87.0,AK,2,Alaska,2021
210,1,6,6,1,82.0,AK,2,Alaska,2021
211,1,6,6,1,84.0,AK,2,Alaska,2021
212,1,6,6,1,75.0,AK,2,Alaska,2021
213,1,6,6,1,74.0,AK,2,Alaska,2021
214,1,6,6,1,79.0,AK,2,Alaska,2021
215,1,6,6,1,67.0,AK,2,Alaska,2021
216,1,6,6,1,96.0,AK,2,Alaska,2021
13,1,6,7,1,493.0,AL,1,Alabama,2005
14,1,6,7,1,491.0,AL,1,Alabama,2005
15,1,6,7,1,481.0,AL,1,Alabama,2005
16,1,6,7,1,520.0,AL,1,Alabama,2005
17,1,6,7,1,454.0,AL,1,Alabama,2005
18,1,6,7,1,504.0,AL,1,Alabama,2005
19,1,6,7,1,485.0,AL,1,Alabama,2005
20,1,6,7,1,515.0,AL,1,Alabama,2005
21,1,6,7,1,332.0,AL,1,Alabama,2005
22,1,6,7,1,564.0,AL,1,Alabama,2005
23,1,6,7,1,572.0,AL,1,Alabama,2005
24,1,6,7,1,525.0,AL,1,Alabama,2005
25,1,6,7,1,477.0,AL,1,Alabama,2006
26,1,6,7,1,492.0,AL,1,Alabama,2006
27,1,6,7,1,489.0,AL,1,Alabama,2006
28,1,6,7,1,490.0,AL,1,Alabama,2006
29,1,6,7,1,478.0,AL,1,Alabama,2006
30,1,6,7,1,458.0,AL,1,Alabama,2006
31,1,6,7,1,479.0,AL,1,Alabama,2006
32,1,6,7,1,480.0,AL,1,Alabama,2006
33,1,6,7,1,477.0,AL,1,Alabama,2006
34,1,6,7,1,422.0,AL,1,Alabama,2006
35,1,6,7,1,443.0,AL,1,Alabama,2006
36,1,6,7,1,480.0,AL,1,Alabama,2006
37,1,6,7,1,430.0,AL,1,Alabama,2007
38,1,6,7,1,480.0,AL,1,Alabama,2007
39,1,6,7,1,440.0,AL,1,Alabama,2007
40,1,6,7,1,429.0,AL,1,Alabama,2007
41,1,6,7,1,438.0,AL,1,Alabama,2007
42,1,6,7,1,442.0,AL,1,Alabama,2007
43,1,6,7,1,444.0,AL,1,Alabama,2007
44,1,6,7,1,422.0,AL,1,Alabama,2007
45,1,6,7,1,388.0,AL,1,Alabama,2007
46,1,6,7,1,419.0,AL,1,Alabama,2007
47,1,6,7,1,390.0,AL,1,Alabama,2007
48,1,6,7,1,399.0,AL,1,Alabama,2007
49,1,6,7,1,350.0,AL,1,Alabama,2008
50,1,6,7,1,328.0,AL,1,Alabama,2008
51,1,6,7,1,371.0,AL,1,Alabama,2008
52,1,6,7,1,348.0,AL,1,Alabama,2008
53,1,6,7,1,364.0,AL,1,Alabama,2008
54,1,6,7,1,340.0,AL,1,Alabama,2008
55,1,6,7,1,321.0,AL,1,Alabama,2008
56,1,6,7,1,383.0,AL,1,Alabama,2008
57,1,6,7,1,323.0,AL,1,Alabama,2008
58,1,6,7,1,303.0,AL,1,Alabama,2008
59,1,6,7,1,294.0,AL,1,Alabama,2008
60,1,6,7,1,286.0,AL,1,Alabama,2008
61,1,6,7,1,307.0,AL,1,Alabama,2009
62,1,6,7,1,304.0,AL,1,Alabama,2009
63,1,6,7,1,281.0,AL,1,Alabama,2009
64,1,6,7,1,279.0,AL,1,Alabama,2009
65,1,6,7,1,317.0,AL,1,Alabama,2009
66,1,6,7,1,288.0,AL,1,Alabama,2009
67,1,6,7,1,304.0,AL,1,Alabama,2009
68,1,6,7,1,300.0,AL,1,Alabama,2009
69,1,6,7,1,314.0,AL,1,Alabama,2009
70,1,6,7,1,338.0,AL,1,Alabama,2009
71,1,6,7,1,318.0,AL,1,Alabama,2009
72,1,6,7,1,295.0,AL,1,Alabama,2009
73,1,6,7,1,315.0,AL,1,Alabama,2010
74,1,6,7,1,292.0,AL,1,Alabama,2010
75,1,6,7,1,319.0,AL,1,Alabama,2010
76,1,6,7,1,306.0,AL,1,Alabama,2010
77,1,6,7,1,301.0,AL,1,Alabama,2010
78,1,6,7,1,309.0,AL,1,Alabama,2010
79,1,6,7,1,326.0,AL,1,Alabama,2010
80,1,6,7,1,301.0,AL,1,Alabama,2010
81,1,6,7,1,316.0,AL,1,Alabama,2010
82,1,6,7,1,295.0,AL,1,Alabama,2010
83,1,6,7,1,334.0,AL,1,Alabama,2010
84,1,6,7,1,314.0,AL,1,Alabama,2010
85,1,6,7,1,299.0,AL,1,Alabama,2011
86,1,6,7,1,315.0,AL,1,Alabama,2011
87,1,6,7,1,255.0,AL,1,Alabama,2011
88,1,6,7,1,299.0,AL,1,Alabama,2011
89,1,6,7,1,237.0,AL,1,Alabama,2011
90,1,6,7,1,342.0,AL,1,Alabama,2011
91,1,6,7,1,308.0,AL,1,Alabama,2011
92,1,6,7,1,309.0,AL,1,Alabama,2011
93,1,6,7,1,322.0,AL,1,Alabama,2011
94,1,6,7,1,310.0,AL,1,Alabama,2011
95,1,6,7,1,313.0,AL,1,Alabama,2011
96,1,6,7,1,319.0,AL,1,Alabama,2011
97,1,6,7,1,266.0,AL,1,Alabama,2012
98,1,6,7,1,309.0,AL,1,Alabama,2012
99,1,6,7,1,311.0,AL,1,Alabama,2012
100,1,6,7,1,313.0,AL,1,Alabama,2012
101,1,6,7,1,313.0,AL,1,Alabama,2012
102,1,6,7,1,291.0,AL,1,Alabama,2012
103,1,6,7,1,274.0,AL,1,Alabama,2012
104,1,6,7,1,289.0,AL,1,Alabama,2012
105,1,6,7,1,246.0,AL,1,Alabama,2012
106,1,6,7,1,289.0,AL,1,Alabama,2012
107,1,6,7,1,259.0,AL,1,Alabama,2012
108,1,6,7,1,352.0,AL,1,Alabama,2012
109,1,6,7,1,273.0,AL,1,Alabama,2013
110,1,6,7,1,278.0,AL,1,Alabama,2013
111,1,6,7,1,283.0,AL,1,Alabama,2013
112,1,6,7,1,278.0,AL,1,Alabama,2013
113,1,6,7,1,261.0,AL,1,Alabama,2013
114,1,6,7,1,299.0,AL,1,Alabama,2013
115,1,6,7,1,262.0,AL,1,Alabama,2013
116,1,6,7,1,275.0,AL,1,Alabama,2013
117,1,6,7,1,299.0,AL,1,Alabama,2013
118,1,6,7,1,294.0,AL,1,Alabama,2013
119,1,6,7,1,313.0,AL,1,Alabama,2013
120,1,6,7,1,312.0,AL,1,Alabama,2013
121,1,6,7,1,241.0,AL,1,Alabama,2014
122,1,6,7,1,278.0,AL,1,Alabama,2014
123,1,6,7,1,290.0,AL,1,Alabama,2014
124,1,6,7,1,297.0,AL,1,Alabama,2014
125,1,6,7,1,293.0,AL,1,Alabama,2014
126,1,6,7,1,289.0,AL,1,Alabama,2014
127,1,6,7,1,328.0,AL,1,Alabama,2014
128,1,6,7,1,344.0,AL,1,Alabama,2014
129,1,6,7,1,299.0,AL,1,Alabama,2014
130,1,6,7,1,314.0,AL,1,Alabama,2014
131,1,6,7,1,301.0,AL,1,Alabama,2014
132,1,6,7,1,279.0,AL,1,Alabama,2014
133,1,6,7,1,321.0,AL,1,Alabama,2015
134,1,6,7,1,296.0,AL,1,Alabama,2015
135,1,6,7,1,322.0,AL,1,Alabama,2015
136,1,6,7,1,338.0,AL,1,Alabama,2015
137,1,6,7,1,254.0,AL,1,Alabama,2015
138,1,6,7,1,315.0,AL,1,Alabama,2015
139,1,6,7,1,327.0,AL,1,Alabama,2015
140,1,6,7,1,311.0,AL,1,Alabama,2015
141,1,6,7,1,298.0,AL,1,Alabama,2015
142,1,6,7,1,299.0,AL,1,Alabama,2015
143,1,6,7,1,285.0,AL,1,Alabama,2015
144,1,6,7,1,293.0,AL,1,Alabama,2015
145,1,6,7,1,301.0,AL,1,Alabama,2016
146,1,6,7,1,335.0,AL,1,Alabama,2016
147,1,6,7,1,291.0,AL,1,Alabama,2016
148,1,6,7,1,289.0,AL,1,Alabama,2016
149,1,6,7,1,318.0,AL,1,Alabama,2016
150,1,6,7,1,253.0,AL,1,Alabama,2016
151,1,6,7,1,312.0,AL,1,Alabama,2016
152,1,6,7,1,278.0,AL,1,Alabama,2016
153,1,6,7,1,297.0,AL,1,Alabama,2016
154,1,6,7,1,289.0,AL,1,Alabama,2016
155,1,6,7,1,311.0,AL,1,Alabama,2016
156,1,6,7,1,324.0,AL,1,Alabama,2016
157,1,6,7,1,319.0,AL,1,Alabama,2017
158,1,6,7,1,314.0,AL,1,Alabama,2017
159,1,6,7,1,297.0,AL,1,Alabama,2017
160,1,6,7,1,276.0,AL,1,Alabama,2017
161,1,6,7,1,305.0,AL,1,Alabama,2017
162,1,6,7,1,322.0,AL,1,Alabama,2017
163,1,6,7,1,290.0,AL,1,Alabama,2017
164,1,6,7,1,325.0,AL,1,Alabama,2017
165,1,6,7,1,303.0,AL,1,Alabama,2017
166,1,6,7,1,267.0,AL,1,Alabama,2017
167,1,6,7,1,358.0,AL,1,Alabama,2017
168,1,6,7,1,284.0,AL,1,Alabama,2017
169,1,6,7,1,319.0,AL,1,Alabama,2018
170,1,6,7,1,291.0,AL,1,Alabama,2018
171,1,6,7,1,312.0,AL,1,Alabama,2018
172,1,6,7,1,308.0,AL,1,Alabama,2018
173,1,6,7,1,315.0,AL,1,Alabama,2018
174,1,6,7,1,324.0,AL,1,Alabama,2018
175,1,6,7,1,285.0,AL,1,Alabama,2018
176,1,6,7,1,304.0,AL,1,Alabama,2018
177,1,6,7,1,329.0,AL,1,Alabama,2018
178,1,6,7,1,322.0,AL,1,Alabama,2018
179,1,6,7,1,312.0,AL,1,Alabama,2018
180,1,6,7,1,322.0,AL,1,Alabama,2018
181,1,6,7,1,310.0,AL,1,Alabama,2019
182,1,6,7,1,315.0,AL,1,Alabama,2019
183,1,6,7,1,320.0,AL,1,Alabama,2019
184,1,6,7,1,323.0,AL,1,Alabama,2019
185,1,6,7,1,305.0,AL,1,Alabama,2019
186,1,6,7,1,278.0,AL,1,Alabama,2019
187,1,6,7,1,302.0,AL,1,Alabama,2019
188,1,6,7,1,279.0,AL,1,Alabama,2019
189,1,6,7,1,304.0,AL,1,Alabama,2019
190,1,6,7,1,305.0,AL,1,Alabama,2019
191,1,6,7,1,293.0,AL,1,Alabama,2019
192,1,6,7,1,346.0,AL,1,Alabama,2019
193,1,6,7,1,270.0,AL,1,Alabama,2020
194,1,6,7,1,305.0,AL,1,Alabama,2020
195,1,6,7,1,244.0,AL,1,Alabama,2020
196,1,6,7,1,202.0,AL,1,Alabama,2020
197,1,6,7,1,257.0,AL,1,Alabama,2020
198,1,6,7,1,391.0,AL,1,Alabama,2020
199,1,6,7,1,381.0,AL,1,Alabama,2020
200,1,6,7,1,414.0,AL,1,Alabama,2020
201,1,6,7,1,368.0,AL,1,Alabama,2020
202,1,6,7,1,386.0,AL,1,Alabama,2020
203,1,6,7,1,378.0,AL,1,Alabama,2020
204,1,6,7,1,366.0,AL,1,Alabama,2020
205,1,6,7,1,450.0,AL,1,Alabama,2021
206,1,6,7,1,389.0,AL,1,Alabama,2021
207,1,6,7,1,385.0,AL,1,Alabama,2021
208,1,6,7,1,391.0,AL,1,Alabama,2021
209,1,6,7,1,365.0,AL,1,Alabama,2021
210,1,6,7,1,372.0,AL,1,Alabama,2021
211,1,6,7,1,405.0,AL,1,Alabama,2021
212,1,6,7,1,388.0,AL,1,Alabama,2021
213,1,6,7,1,372.0,AL,1,Alabama,2021
214,1,6,7,1,369.0,AL,1,Alabama,2021
215,1,6,7,1,369.0,AL,1,Alabama,2021
216,1,6,7,1,389.0,AL,1,Alabama,2021
13,1,6,8,1,317.0,AR,5,Arkansas,2005
14,1,6,8,1,343.0,AR,5,Arkansas,2005
15,1,6,8,1,337.0,AR,5,Arkansas,2005
16,1,6,8,1,318.0,AR,5,Arkansas,2005
17,1,6,8,1,340.0,AR,5,Arkansas,2005
18,1,6,8,1,358.0,AR,5,Arkansas,2005
19,1,6,8,1,339.0,AR,5,Arkansas,2005
20,1,6,8,1,362.0,AR,5,Arkansas,2005
21,1,6,8,1,268.0,AR,5,Arkansas,2005
22,1,6,8,1,315.0,AR,5,Arkansas,2005
23,1,6,8,1,340.0,AR,5,Arkansas,2005
24,1,6,8,1,305.0,AR,5,Arkansas,2005
25,1,6,8,1,341.0,AR,5,Arkansas,2006
26,1,6,8,1,358.0,AR,5,Arkansas,2006
27,1,6,8,1,332.0,AR,5,Arkansas,2006
28,1,6,8,1,343.0,AR,5,Arkansas,2006
29,1,6,8,1,308.0,AR,5,Arkansas,2006
30,1,6,8,1,306.0,AR,5,Arkansas,2006
31,1,6,8,1,307.0,AR,5,Arkansas,2006
32,1,6,8,1,278.0,AR,5,Arkansas,2006
33,1,6,8,1,311.0,AR,5,Arkansas,2006
34,1,6,8,1,310.0,AR,5,Arkansas,2006
35,1,6,8,1,246.0,AR,5,Arkansas,2006
36,1,6,8,1,329.0,AR,5,Arkansas,2006
37,1,6,8,1,300.0,AR,5,Arkansas,2007
38,1,6,8,1,301.0,AR,5,Arkansas,2007
39,1,6,8,1,303.0,AR,5,Arkansas,2007
40,1,6,8,1,310.0,AR,5,Arkansas,2007
41,1,6,8,1,313.0,AR,5,Arkansas,2007
42,1,6,8,1,276.0,AR,5,Arkansas,2007
43,1,6,8,1,292.0,AR,5,Arkansas,2007
44,1,6,8,1,284.0,AR,5,Arkansas,2007
45,1,6,8,1,280.0,AR,5,Arkansas,2007
46,1,6,8,1,262.0,AR,5,Arkansas,2007
47,1,6,8,1,251.0,AR,5,Arkansas,2007
48,1,6,8,1,353.0,AR,5,Arkansas,2007
49,1,6,8,1,267.0,AR,5,Arkansas,2008
50,1,6,8,1,241.0,AR,5,Arkansas,2008
51,1,6,8,1,214.0,AR,5,Arkansas,2008
52,1,6,8,1,242.0,AR,5,Arkansas,2008
53,1,6,8,1,232.0,AR,5,Arkansas,2008
54,1,6,8,1,240.0,AR,5,Arkansas,2008
55,1,6,8,1,281.0,AR,5,Arkansas,2008
56,1,6,8,1,245.0,AR,5,Arkansas,2008
57,1,6,8,1,224.0,AR,5,Arkansas,2008
58,1,6,8,1,219.0,AR,5,Arkansas,2008
59,1,6,8,1,213.0,AR,5,Arkansas,2008
60,1,6,8,1,204.0,AR,5,Arkansas,2008
61,1,6,8,1,262.0,AR,5,Arkansas,2009
62,1,6,8,1,203.0,AR,5,Arkansas,2009
63,1,6,8,1,213.0,AR,5,Arkansas,2009
64,1,6,8,1,207.0,AR,5,Arkansas,2009
65,1,6,8,1,218.0,AR,5,Arkansas,2009
66,1,6,8,1,211.0,AR,5,Arkansas,2009
67,1,6,8,1,216.0,AR,5,Arkansas,2009
68,1,6,8,1,218.0,AR,5,Arkansas,2009
69,1,6,8,1,197.0,AR,5,Arkansas,2009
70,1,6,8,1,228.0,AR,5,Arkansas,2009
71,1,6,8,1,224.0,AR,5,Arkansas,2009
72,1,6,8,1,224.0,AR,5,Arkansas,2009
73,1,6,8,1,203.0,AR,5,Arkansas,2010
74,1,6,8,1,215.0,AR,5,Arkansas,2010
75,1,6,8,1,215.0,AR,5,Arkansas,2010
76,1,6,8,1,213.0,AR,5,Arkansas,2010
77,1,6,8,1,220.0,AR,5,Arkansas,2010
78,1,6,8,1,222.0,AR,5,Arkansas,2010
79,1,6,8,1,245.0,AR,5,Arkansas,2010
80,1,6,8,1,214.0,AR,5,Arkansas,2010
81,1,6,8,1,232.0,AR,5,Arkansas,2010
82,1,6,8,1,212.0,AR,5,Arkansas,2010
83,1,6,8,1,220.0,AR,5,Arkansas,2010
84,1,6,8,1,216.0,AR,5,Arkansas,2010
85,1,6,8,1,257.0,AR,5,Arkansas,2011
86,1,6,8,1,214.0,AR,5,Arkansas,2011
87,1,6,8,1,212.0,AR,5,Arkansas,2011
88,1,6,8,1,206.0,AR,5,Arkansas,2011
89,1,6,8,1,203.0,AR,5,Arkansas,2011
90,1,6,8,1,236.0,AR,5,Arkansas,2011
91,1,6,8,1,186.0,AR,5,Arkansas,2011
92,1,6,8,1,219.0,AR,5,Arkansas,2011
93,1,6,8,1,221.0,AR,5,Arkansas,2011
94,1,6,8,1,208.0,AR,5,Arkansas,2011
95,1,6,8,1,235.0,AR,5,Arkansas,2011
96,1,6,8,1,217.0,AR,5,Arkansas,2011
97,1,6,8,1,178.0,AR,5,Arkansas,2012
98,1,6,8,1,238.0,AR,5,Arkansas,2012
99,1,6,8,1,211.0,AR,5,Arkansas,2012
100,1,6,8,1,211.0,AR,5,Arkansas,2012
101,1,6,8,1,234.0,AR,5,Arkansas,2012
102,1,6,8,1,189.0,AR,5,Arkansas,2012
103,1,6,8,1,186.0,AR,5,Arkansas,2012
104,1,6,8,1,195.0,AR,5,Arkansas,2012
105,1,6,8,1,214.0,AR,5,Arkansas,2012
106,1,6,8,1,227.0,AR,5,Arkansas,2012
107,1,6,8,1,198.0,AR,5,Arkansas,2012
108,1,6,8,1,282.0,AR,5,Arkansas,2012
109,1,6,8,1,206.0,AR,5,Arkansas,2013
110,1,6,8,1,200.0,AR,5,Arkansas,2013
111,1,6,8,1,226.0,AR,5,Arkansas,2013
112,1,6,8,1,216.0,AR,5,Arkansas,2013
113,1,6,8,1,207.0,AR,5,Arkansas,2013
114,1,6,8,1,212.0,AR,5,Arkansas,2013
115,1,6,8,1,233.0,AR,5,Arkansas,2013
116,1,6,8,1,232.0,AR,5,Arkansas,2013
117,1,6,8,1,179.0,AR,5,Arkansas,2013
118,1,6,8,1,220.0,AR,5,Arkansas,2013
119,1,6,8,1,204.0,AR,5,Arkansas,2013
120,1,6,8,1,209.0,AR,5,Arkansas,2013
121,1,6,8,1,206.0,AR,5,Arkansas,2014
122,1,6,8,1,208.0,AR,5,Arkansas,2014
123,1,6,8,1,214.0,AR,5,Arkansas,2014
124,1,6,8,1,238.0,AR,5,Arkansas,2014
125,1,6,8,1,215.0,AR,5,Arkansas,2014
126,1,6,8,1,227.0,AR,5,Arkansas,2014
127,1,6,8,1,213.0,AR,5,Arkansas,2014
128,1,6,8,1,214.0,AR,5,Arkansas,2014
129,1,6,8,1,228.0,AR,5,Arkansas,2014
130,1,6,8,1,208.0,AR,5,Arkansas,2014
