Geography,Geographic Area Name,Estimate!!Gini Index,Margin of Error!!Gini Index,year
0500000US72153,"Yauco Municipio, Puerto Rico",0.5215,0.0174,2012
0500000US04025,"Yavapai County, Arizona",0.461,0.0214,2012
0500000US28163,"Yazoo County, Mississippi",0.4849,0.0199,2012
0500000US05149,"Yell County, Arkansas",0.4197,0.018,2012
0500000US27173,"Yellow Medicine County, Minnesota",0.384,0.019,2012
0500000US30111,"Yellowstone County, Montana",0.4364,0.011,2012
0500000US48501,"Yoakum County, Texas",0.432,0.0361,2012
0500000US06113,"Yolo County, California",0.4679,0.0097,2012
0500000US23031,"York County, Maine",0.4072,0.0072,2012
0500000US31185,"York County, Nebraska",0.4615,0.0355,2012
0500000US42133,"York County, Pennsylvania",0.4021,0.0044,2012
0500000US45091,"York County, South Carolina",0.4418,0.0096,2012
0500000US51199,"York County, Virginia",0.3902,0.0154,2012
0500000US48503,"Young County, Texas",0.5074,0.039,2012
0500000US06115,"Yuba County, California",0.4154,0.0144,2012
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",0.4491,0.0164,2012
0500000US04027,"Yuma County, Arizona",0.4211,0.0087,2012
0500000US08125,"Yuma County, Colorado",0.4186,0.0291,2012
0500000US48505,"Zapata County, Texas",0.5047,0.036,2012
0500000US48507,"Zavala County, Texas",0.4936,0.0333,2012
0500000US46137,"Ziebach County, South Dakota",0.473,0.0318,2012
0500000US45001,"Abbeville County, South Carolina",0.4343,0.0163,2013
0500000US22001,"Acadia Parish, Louisiana",0.4537,0.0151,2013
0500000US51001,"Accomack County, Virginia",0.4752,0.0214,2013
0500000US16001,"Ada County, Idaho",0.4393,0.0068,2013
0500000US19001,"Adair County, Iowa",0.4004,0.0179,2013
0500000US21001,"Adair County, Kentucky",0.4499,0.0224,2013
0500000US29001,"Adair County, Missouri",0.4854,0.0158,2013
0500000US40001,"Adair County, Oklahoma",0.4361,0.0132,2013
0500000US08001,"Adams County, Colorado",0.399,0.005,2013
0500000US16003,"Adams County, Idaho",0.4628,0.0305,2013
0500000US17001,"Adams County, Illinois",0.4356,0.0127,2013
0500000US18001,"Adams County, Indiana",0.4006,0.019,2013
0500000US19003,"Adams County, Iowa",0.3818,0.0223,2013
0500000US28001,"Adams County, Mississippi",0.5172,0.0287,2013
0500000US31001,"Adams County, Nebraska",0.4374,0.0267,2013
0500000US38001,"Adams County, North Dakota",0.4339,0.0333,2013
0500000US39001,"Adams County, Ohio",0.4377,0.0116,2013
0500000US42001,"Adams County, Pennsylvania",0.3968,0.0089,2013
0500000US53001,"Adams County, Washington",0.4089,0.0216,2013
0500000US55001,"Adams County, Wisconsin",0.3818,0.0135,2013
0500000US50001,"Addison County, Vermont",0.4268,0.0184,2013
0500000US72001,"Adjuntas Municipio, Puerto Rico",0.5913,0.0272,2013
0500000US72003,"Aguada Municipio, Puerto Rico",0.5168,0.0342,2013
0500000US72005,"Aguadilla Municipio, Puerto Rico",0.5477,0.0154,2013
0500000US72007,"Aguas Buenas Municipio, Puerto Rico",0.5844,0.0702,2013
0500000US72009,"Aibonito Municipio, Puerto Rico",0.5059,0.0355,2013
0500000US45003,"Aiken County, South Carolina",0.4654,0.0136,2013
0500000US27001,"Aitkin County, Minnesota",0.4289,0.0288,2013
0500000US12001,"Alachua County, Florida",0.517,0.0099,2013
0500000US37001,"Alamance County, North Carolina",0.4475,0.0099,2013
0500000US06001,"Alameda County, California",0.4664,0.0032,2013
0500000US08003,"Alamosa County, Colorado",0.5129,0.0338,2013
0500000US36001,"Albany County, New York",0.4489,0.0083,2013
0500000US56001,"Albany County, Wyoming",0.4845,0.0155,2013
0500000US51003,"Albemarle County, Virginia",0.4857,0.0151,2013
0500000US26001,"Alcona County, Michigan",0.4264,0.0181,2013
0500000US28003,"Alcorn County, Mississippi",0.463,0.0197,2013
0500000US02013,"Aleutians East Borough, Alaska",0.3727,0.0281,2013
0500000US02016,"Aleutians West Census Area, Alaska",0.3827,0.02,2013
0500000US17003,"Alexander County, Illinois",0.4416,0.0217,2013
0500000US37003,"Alexander County, North Carolina",0.4259,0.0236,2013
0500000US51510,"Alexandria city, Virginia",0.446,0.0087,2013
0500000US40003,"Alfalfa County, Oklahoma",0.4276,0.0236,2013
0500000US26003,"Alger County, Michigan",0.4025,0.0161,2013
0500000US19005,"Allamakee County, Iowa",0.3961,0.0193,2013
0500000US26005,"Allegan County, Michigan",0.4118,0.0137,2013
0500000US24001,"Allegany County, Maryland",0.4579,0.0134,2013
0500000US36003,"Allegany County, New York",0.4227,0.0142,2013
0500000US37005,"Alleghany County, North Carolina",0.4322,0.0237,2013
0500000US51005,"Alleghany County, Virginia",0.4211,0.0186,2013
0500000US42003,"Allegheny County, Pennsylvania",0.4826,0.0035,2013
0500000US18003,"Allen County, Indiana",0.4426,0.0087,2013
0500000US20001,"Allen County, Kansas",0.4069,0.0219,2013
0500000US21003,"Allen County, Kentucky",0.4228,0.0209,2013
0500000US39003,"Allen County, Ohio",0.4477,0.0104,2013
0500000US22003,"Allen Parish, Louisiana",0.4509,0.0192,2013
0500000US45005,"Allendale County, South Carolina",0.5321,0.0556,2013
0500000US26007,"Alpena County, Michigan",0.4353,0.0198,2013
0500000US06003,"Alpine County, California",0.4288,0.0395,2013
0500000US06005,"Amador County, California",0.4451,0.0298,2013
0500000US51007,"Amelia County, Virginia",0.4007,0.0303,2013
0500000US51009,"Amherst County, Virginia",0.4042,0.0171,2013
0500000US28005,"Amite County, Mississippi",0.4626,0.0289,2013
0500000US02020,"Anchorage Municipality, Alaska",0.4132,0.0074,2013
0500000US20003,"Anderson County, Kansas",0.4156,0.0235,2013
0500000US21005,"Anderson County, Kentucky",0.3695,0.0182,2013
0500000US45007,"Anderson County, South Carolina",0.4488,0.0097,2013
0500000US47001,"Anderson County, Tennessee",0.4555,0.0121,2013
0500000US48001,"Anderson County, Texas",0.4693,0.0213,2013
0500000US29003,"Andrew County, Missouri",0.4018,0.02,2013
0500000US48003,"Andrews County, Texas",0.4813,0.0383,2013
0500000US23001,"Androscoggin County, Maine",0.4378,0.0173,2013
0500000US48005,"Angelina County, Texas",0.4622,0.0302,2013
0500000US24003,"Anne Arundel County, Maryland",0.4131,0.0055,2013
0500000US27003,"Anoka County, Minnesota",0.379,0.0055,2013
0500000US37007,"Anson County, North Carolina",0.4502,0.0271,2013
0500000US31003,"Antelope County, Nebraska",0.4365,0.0286,2013
0500000US26009,"Antrim County, Michigan",0.4244,0.0155,2013
0500000US04001,"Apache County, Arizona",0.4738,0.0117,2013
0500000US19007,"Appanoose County, Iowa",0.4201,0.0187,2013
0500000US13001,"Appling County, Georgia",0.4548,0.0343,2013
0500000US51011,"Appomattox County, Virginia",0.4094,0.0285,2013
0500000US48007,"Aransas County, Texas",0.4851,0.0308,2013
0500000US08005,"Arapahoe County, Colorado",0.4612,0.0052,2013
0500000US48009,"Archer County, Texas",0.4329,0.0372,2013
0500000US08007,"Archuleta County, Colorado",0.4688,0.0354,2013
0500000US72013,"Arecibo Municipio, Puerto Rico",0.5301,0.0136,2013
0500000US26011,"Arenac County, Michigan",0.4167,0.0159,2013
0500000US05001,"Arkansas County, Arkansas",0.4455,0.0244,2013
0500000US51013,"Arlington County, Virginia",0.4356,0.0073,2013
0500000US42005,"Armstrong County, Pennsylvania",0.4141,0.0092,2013
0500000US48011,"Armstrong County, Texas",0.3697,0.0314,2013
0500000US23003,"Aroostook County, Maine",0.4335,0.0091,2013
0500000US72015,"Arroyo Municipio, Puerto Rico",0.4903,0.0432,2013
0500000US31005,"Arthur County, Nebraska",0.3823,0.0507,2013
0500000US22005,"Ascension Parish, Louisiana",0.3944,0.0105,2013
0500000US37009,"Ashe County, North Carolina",0.4459,0.0194,2013
0500000US39005,"Ashland County, Ohio",0.4152,0.0318,2013
0500000US55003,"Ashland County, Wisconsin",0.4331,0.0212,2013
0500000US05003,"Ashley County, Arkansas",0.4555,0.0247,2013
0500000US39007,"Ashtabula County, Ohio",0.4224,0.0084,2013
0500000US53003,"Asotin County, Washington",0.4475,0.0343,2013
0500000US22007,"Assumption Parish, Louisiana",0.434,0.0198,2013
0500000US48013,"Atascosa County, Texas",0.436,0.0216,2013
0500000US20005,"Atchison County, Kansas",0.4213,0.0274,2013
0500000US29005,"Atchison County, Missouri",0.4101,0.0201,2013
0500000US39009,"Athens County, Ohio",0.4933,0.014,2013
0500000US13003,"Atkinson County, Georgia",0.4944,0.0462,2013
0500000US34001,"Atlantic County, New Jersey",0.4531,0.007,2013
0500000US40005,"Atoka County, Oklahoma",0.4444,0.0184,2013
0500000US28007,"Attala County, Mississippi",0.493,0.0306,2013
0500000US29007,"Audrain County, Missouri",0.3979,0.0211,2013
0500000US19009,"Audubon County, Iowa",0.4784,0.0424,2013
0500000US39011,"Auglaize County, Ohio",0.3866,0.0128,2013
0500000US51015,"Augusta County, Virginia",0.4216,0.0236,2013
0500000US46003,"Aurora County, South Dakota",0.4121,0.0349,2013
0500000US48015,"Austin County, Texas",0.4362,0.0216,2013
0500000US01001,"Autauga County, Alabama",0.4031,0.0149,2013
0500000US37011,"Avery County, North Carolina",0.483,0.031,2013
0500000US22009,"Avoyelles Parish, Louisiana",0.468,0.0183,2013
0500000US72011,"Añasco Municipio, Puerto Rico",0.4614,0.0212,2013
0500000US08009,"Baca County, Colorado",0.4416,0.0268,2013
0500000US13005,"Bacon County, Georgia",0.4662,0.0237,2013
0500000US48017,"Bailey County, Texas",0.3967,0.0613,2013
0500000US12003,"Baker County, Florida",0.4155,0.0246,2013
0500000US13007,"Baker County, Georgia",0.5071,0.0533,2013
0500000US41001,"Baker County, Oregon",0.4446,0.0232,2013
0500000US01003,"Baldwin County, Alabama",0.4455,0.0095,2013
0500000US13009,"Baldwin County, Georgia",0.5064,0.0244,2013
0500000US21007,"Ballard County, Kentucky",0.4525,0.03,2013
0500000US24005,"Baltimore County, Maryland",0.4391,0.0044,2013
0500000US24510,"Baltimore city, Maryland",0.5061,0.0067,2013
0500000US45009,"Bamberg County, South Carolina",0.5128,0.0592,2013
0500000US48019,"Bandera County, Texas",0.416,0.0206,2013
0500000US13011,"Banks County, Georgia",0.4243,0.0215,2013
0500000US31007,"Banner County, Nebraska",0.5138,0.0736,2013
0500000US16005,"Bannock County, Idaho",0.4323,0.015,2013
0500000US26013,"Baraga County, Michigan",0.4123,0.0351,2013
0500000US20007,"Barber County, Kansas",0.4268,0.0264,2013
0500000US01005,"Barbour County, Alabama",0.4658,0.0146,2013
0500000US54001,"Barbour County, West Virginia",0.4148,0.0201,2013
0500000US72017,"Barceloneta Municipio, Puerto Rico",0.512,0.0213,2013
0500000US38003,"Barnes County, North Dakota",0.4878,0.0428,2013
0500000US25001,"Barnstable County, Massachusetts",0.4553,0.0093,2013
0500000US45011,"Barnwell County, South Carolina",0.4817,0.03,2013
0500000US72019,"Barranquitas Municipio, Puerto Rico",0.5454,0.0237,2013
0500000US21009,"Barren County, Kentucky",0.4412,0.0138,2013
0500000US55005,"Barron County, Wisconsin",0.4164,0.0162,2013
0500000US13013,"Barrow County, Georgia",0.3787,0.0166,2013
0500000US26015,"Barry County, Michigan",0.4066,0.0183,2013
0500000US29009,"Barry County, Missouri",0.4082,0.0187,2013
0500000US18005,"Bartholomew County, Indiana",0.4265,0.0151,2013
0500000US20009,"Barton County, Kansas",0.4649,0.0423,2013
0500000US29011,"Barton County, Missouri",0.4441,0.0239,2013
0500000US13015,"Bartow County, Georgia",0.4204,0.0155,2013
0500000US48021,"Bastrop County, Texas",0.4238,0.023,2013
0500000US29013,"Bates County, Missouri",0.427,0.0163,2013
0500000US21011,"Bath County, Kentucky",0.4759,0.05,2013
0500000US51017,"Bath County, Virginia",0.4464,0.1045,2013
0500000US05005,"Baxter County, Arkansas",0.4382,0.0221,2013
0500000US12005,"Bay County, Florida",0.4234,0.0073,2013
0500000US26017,"Bay County, Michigan",0.4245,0.0129,2013
0500000US72021,"Bayamón Municipio, Puerto Rico",0.4774,0.0084,2013
0500000US55007,"Bayfield County, Wisconsin",0.4097,0.0127,2013
0500000US48023,"Baylor County, Texas",0.5526,0.1004,2013
0500000US46005,"Beadle County, South Dakota",0.4501,0.0354,2013
0500000US16007,"Bear Lake County, Idaho",0.415,0.0432,2013
0500000US37013,"Beaufort County, North Carolina",0.4407,0.0137,2013
0500000US45013,"Beaufort County, South Carolina",0.4629,0.012,2013
0500000US22011,"Beauregard Parish, Louisiana",0.4318,0.0126,2013
0500000US40007,"Beaver County, Oklahoma",0.4385,0.034,2013
0500000US42007,"Beaver County, Pennsylvania",0.4241,0.0072,2013
0500000US49001,"Beaver County, Utah",0.4138,0.0306,2013
0500000US30001,"Beaverhead County, Montana",0.4096,0.019,2013
0500000US27005,"Becker County, Minnesota",0.4253,0.0113,2013
0500000US40009,"Beckham County, Oklahoma",0.4648,0.0435,2013
0500000US42009,"Bedford County, Pennsylvania",0.4068,0.0079,2013
0500000US47003,"Bedford County, Tennessee",0.436,0.0194,2013
0500000US51019,"Bedford County, Virginia",0.4105,0.0125,2013
0500000US51515,"Bedford city, Virginia",0.479,0.0521,2013
0500000US48025,"Bee County, Texas",0.4784,0.0272,2013
0500000US33001,"Belknap County, New Hampshire",0.4286,0.0132,2013
0500000US21013,"Bell County, Kentucky",0.485,0.0363,2013
0500000US48027,"Bell County, Texas",0.4287,0.0079,2013
0500000US39013,"Belmont County, Ohio",0.4266,0.0127,2013
0500000US27007,"Beltrami County, Minnesota",0.4392,0.0093,2013
0500000US13017,"Ben Hill County, Georgia",0.4719,0.0336,2013
0500000US16009,"Benewah County, Idaho",0.382,0.0227,2013
0500000US46007,"Bennett County, South Dakota",0.4947,0.0593,2013
0500000US50003,"Bennington County, Vermont",0.4628,0.0187,2013
0500000US38005,"Benson County, North Dakota",0.4897,0.0331,2013
0500000US08011,"Bent County, Colorado",0.4307,0.0349,2013
0500000US05007,"Benton County, Arkansas",0.4384,0.008,2013
0500000US18007,"Benton County, Indiana",0.3847,0.0192,2013
0500000US19011,"Benton County, Iowa",0.3724,0.0161,2013
0500000US27009,"Benton County, Minnesota",0.3944,0.0132,2013
0500000US28009,"Benton County, Mississippi",0.5164,0.0744,2013
0500000US29015,"Benton County, Missouri",0.437,0.0233,2013
0500000US41003,"Benton County, Oregon",0.4803,0.0115,2013
0500000US47005,"Benton County, Tennessee",0.4366,0.0198,2013
0500000US53005,"Benton County, Washington",0.4208,0.0096,2013
0500000US26019,"Benzie County, Michigan",0.3936,0.0159,2013
0500000US34003,"Bergen County, New Jersey",0.4804,0.0047,2013
0500000US45015,"Berkeley County, South Carolina",0.4205,0.0106,2013
0500000US54003,"Berkeley County, West Virginia",0.4227,0.0167,2013
0500000US42011,"Berks County, Pennsylvania",0.4311,0.0063,2013
0500000US25003,"Berkshire County, Massachusetts",0.4711,0.0104,2013
0500000US35001,"Bernalillo County, New Mexico",0.4624,0.0056,2013
0500000US13019,"Berrien County, Georgia",0.4469,0.021,2013
0500000US26021,"Berrien County, Michigan",0.4631,0.0097,2013
0500000US37015,"Bertie County, North Carolina",0.4628,0.0192,2013
0500000US02050,"Bethel Census Area, Alaska",0.4486,0.0191,2013
0500000US48029,"Bexar County, Texas",0.4608,0.0033,2013
0500000US01007,"Bibb County, Alabama",0.45,0.0468,2013
0500000US13021,"Bibb County, Georgia",0.5032,0.0116,2013
0500000US22013,"Bienville Parish, Louisiana",0.4843,0.0267,2013
0500000US30003,"Big Horn County, Montana",0.4461,0.0255,2013
0500000US56003,"Big Horn County, Wyoming",0.3883,0.0165,2013
0500000US27011,"Big Stone County, Minnesota",0.4274,0.0241,2013
0500000US38007,"Billings County, North Dakota",0.4806,0.0801,2013
0500000US16011,"Bingham County, Idaho",0.4018,0.0141,2013
0500000US19013,"Black Hawk County, Iowa",0.4338,0.0081,2013
0500000US18009,"Blackford County, Indiana",0.4107,0.0418,2013
0500000US37017,"Bladen County, North Carolina",0.4944,0.0211,2013
0500000US16013,"Blaine County, Idaho",0.4493,0.0288,2013
0500000US30005,"Blaine County, Montana",0.4582,0.0323,2013
0500000US31009,"Blaine County, Nebraska",0.3483,0.0432,2013
0500000US40011,"Blaine County, Oklahoma",0.4244,0.0337,2013
0500000US42013,"Blair County, Pennsylvania",0.4413,0.0121,2013
0500000US48031,"Blanco County, Texas",0.422,0.0253,2013
0500000US51021,"Bland County, Virginia",0.4074,0.0298,2013
0500000US13023,"Bleckley County, Georgia",0.5355,0.0652,2013
0500000US47007,"Bledsoe County, Tennessee",0.4333,0.0296,2013
0500000US01009,"Blount County, Alabama",0.4144,0.0137,2013
0500000US47009,"Blount County, Tennessee",0.429,0.011,2013
0500000US27013,"Blue Earth County, Minnesota",0.4476,0.0152,2013
0500000US16015,"Boise County, Idaho",0.4557,0.0298,2013
0500000US28011,"Bolivar County, Mississippi",0.4913,0.0178,2013
0500000US29017,"Bollinger County, Missouri",0.4567,0.0228,2013
0500000US46009,"Bon Homme County, South Dakota",0.4549,0.0283,2013
0500000US17005,"Bond County, Illinois",0.4494,0.032,2013
0500000US16017,"Bonner County, Idaho",0.4434,0.0145,2013
0500000US16019,"Bonneville County, Idaho",0.419,0.0124,2013
0500000US05009,"Boone County, Arkansas",0.4643,0.026,2013
0500000US17007,"Boone County, Illinois",0.4265,0.0198,2013
0500000US18011,"Boone County, Indiana",0.4843,0.0172,2013
0500000US19015,"Boone County, Iowa",0.4146,0.0208,2013
0500000US21015,"Boone County, Kentucky",0.3992,0.0105,2013
0500000US29019,"Boone County, Missouri",0.4846,0.012,2013
0500000US31011,"Boone County, Nebraska",0.4435,0.0253,2013
0500000US54005,"Boone County, West Virginia",0.4366,0.0202,2013
0500000US48033,"Borden County, Texas",0.5857,0.1256,2013
0500000US48035,"Bosque County, Texas",0.4591,0.0371,2013
0500000US22015,"Bossier Parish, Louisiana",0.4442,0.0127,2013
0500000US51023,"Botetourt County, Virginia",0.4237,0.0467,2013
0500000US38009,"Bottineau County, North Dakota",0.4685,0.0341,2013
0500000US08013,"Boulder County, Colorado",0.477,0.0081,2013
0500000US16021,"Boundary County, Idaho",0.4483,0.0273,2013
0500000US20011,"Bourbon County, Kansas",0.4203,0.0168,2013
0500000US21017,"Bourbon County, Kentucky",0.4675,0.0285,2013
0500000US48037,"Bowie County, Texas",0.4836,0.0194,2013
0500000US38011,"Bowman County, North Dakota",0.455,0.045,2013
0500000US31013,"Box Butte County, Nebraska",0.426,0.0232,2013
0500000US49003,"Box Elder County, Utah",0.3686,0.0135,2013
0500000US21019,"Boyd County, Kentucky",0.5087,0.0413,2013
0500000US31015,"Boyd County, Nebraska",0.4251,0.0451,2013
0500000US21021,"Boyle County, Kentucky",0.4607,0.0203,2013
0500000US21023,"Bracken County, Kentucky",0.4295,0.0241,2013
0500000US12007,"Bradford County, Florida",0.4435,0.022,2013
0500000US42015,"Bradford County, Pennsylvania",0.421,0.0073,2013
0500000US05011,"Bradley County, Arkansas",0.4984,0.0408,2013
0500000US47011,"Bradley County, Tennessee",0.4637,0.0239,2013
0500000US26023,"Branch County, Michigan",0.4261,0.0132,2013
0500000US13025,"Brantley County, Georgia",0.4138,0.0266,2013
0500000US54007,"Braxton County, West Virginia",0.4498,0.0197,2013
0500000US48039,"Brazoria County, Texas",0.4206,0.0072,2013
0500000US48041,"Brazos County, Texas",0.5261,0.0092,2013
0500000US21025,"Breathitt County, Kentucky",0.4678,0.0172,2013
0500000US21027,"Breckinridge County, Kentucky",0.4159,0.0208,2013
0500000US19017,"Bremer County, Iowa",0.3942,0.0164,2013
0500000US12009,"Brevard County, Florida",0.4437,0.0047,2013
0500000US48043,"Brewster County, Texas",0.504,0.0653,2013
0500000US48045,"Briscoe County, Texas",0.4271,0.0396,2013
0500000US02060,"Bristol Bay Borough, Alaska",0.3485,0.0327,2013
0500000US25005,"Bristol County, Massachusetts",0.4532,0.0046,2013
